Accession,Title,Sample Type,Taxonomy,Channels,Platform,Series,Supplementary Types,Supplementary Links,SRA Accession,Contact,Release Date
GSM2402957,"ATRT, SHH, sample 104 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2402nnn/GSM2402957/suppl",,"Martin Sill","Jan 14, 2018"
GSM2402958,"ATRT, TYR, sample 105 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2402nnn/GSM2402958/suppl",,"Martin Sill","Jan 14, 2018"
GSM2402959,"ATRT, SHH, sample 106 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2402nnn/GSM2402959/suppl",,"Martin Sill","Jan 14, 2018"
GSM2402960,"ATRT, TYR, sample 107 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2402nnn/GSM2402960/suppl",,"Martin Sill","Jan 14, 2018"
GSM2402961,"ATRT, TYR, sample 108 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2402nnn/GSM2402961/suppl",,"Martin Sill","Jan 14, 2018"
GSM2402962,"ATRT, SHH, sample 109 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2402nnn/GSM2402962/suppl",,"Martin Sill","Jan 14, 2018"
GSM2402963,"ATRT, TYR, sample 110 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2402nnn/GSM2402963/suppl",,"Martin Sill","Jan 14, 2018"
GSM2402964,"LGG, PA PF, sample 111 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2402nnn/GSM2402964/suppl",,"Martin Sill","Jan 14, 2018"
GSM2402965,"LGG, PA PF, sample 112 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2402nnn/GSM2402965/suppl",,"Martin Sill","Jan 14, 2018"
GSM2402966,"CONTR, REACT, sample 113 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2402nnn/GSM2402966/suppl",,"Martin Sill","Jan 14, 2018"
GSM2402967,"LGG, PA PF, sample 114 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2402nnn/GSM2402967/suppl",,"Martin Sill","Jan 14, 2018"
GSM2402968,"LGG, PA PF, sample 115 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2402nnn/GSM2402968/suppl",,"Martin Sill","Jan 14, 2018"
GSM2402969,"LGG, PA PF, sample 116 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2402nnn/GSM2402969/suppl",,"Martin Sill","Jan 14, 2018"
GSM2402970,"LGG, PA PF, sample 117 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2402nnn/GSM2402970/suppl",,"Martin Sill","Jan 14, 2018"
GSM2402971,"LGG, PA MID, sample 118 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2402nnn/GSM2402971/suppl",,"Martin Sill","Jan 14, 2018"
GSM2402972,"LGG, PA PF, sample 119 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2402nnn/GSM2402972/suppl",,"Martin Sill","Jan 14, 2018"
GSM2402973,"LGG, PA MID, sample 120 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2402nnn/GSM2402973/suppl",,"Martin Sill","Jan 14, 2018"
GSM2402974,"ATRT, MYC, sample 121 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2402nnn/GSM2402974/suppl",,"Martin Sill","Jan 14, 2018"
GSM2402975,"ATRT, MYC, sample 122 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2402nnn/GSM2402975/suppl",,"Martin Sill","Jan 14, 2018"
GSM2402976,"EPN, RELA, sample 123 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2402nnn/GSM2402976/suppl",,"Martin Sill","Jan 14, 2018"
GSM2402977,"ATRT, SHH, sample 124 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2402nnn/GSM2402977/suppl",,"Martin Sill","Jan 14, 2018"
GSM2402978,"PIN T,  PB A, sample 125 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2402nnn/GSM2402978/suppl",,"Martin Sill","Jan 14, 2018"
GSM2402979,"EPN, RELA, sample 126 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2402nnn/GSM2402979/suppl",,"Martin Sill","Jan 14, 2018"
GSM2402980,"EPN, RELA, sample 127 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2402nnn/GSM2402980/suppl",,"Martin Sill","Jan 14, 2018"
GSM2402981,"MB, SHH CHL AD, sample 128 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2402nnn/GSM2402981/suppl",,"Martin Sill","Jan 14, 2018"
GSM2402982,"MB, G3, sample 129 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2402nnn/GSM2402982/suppl",,"Martin Sill","Jan 14, 2018"
GSM2402983,"MB, G4, sample 130 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2402nnn/GSM2402983/suppl",,"Martin Sill","Jan 14, 2018"
GSM2402984,"MB, G3, sample 131 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2402nnn/GSM2402984/suppl",,"Martin Sill","Jan 14, 2018"
GSM2402985,"MB, G3, sample 132 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2402nnn/GSM2402985/suppl",,"Martin Sill","Jan 14, 2018"
GSM2402986,"MB, G3, sample 133 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2402nnn/GSM2402986/suppl",,"Martin Sill","Jan 14, 2018"
GSM2402987,"MB, G3, sample 134 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2402nnn/GSM2402987/suppl",,"Martin Sill","Jan 14, 2018"
GSM2402988,"MB, SHH CHL AD, sample 135 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2402nnn/GSM2402988/suppl",,"Martin Sill","Jan 14, 2018"
GSM2402989,"SUBEPN, PF, sample 136 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2402nnn/GSM2402989/suppl",,"Martin Sill","Jan 14, 2018"
GSM2402990,"PTPR, B, sample 137 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2402nnn/GSM2402990/suppl",,"Martin Sill","Jan 14, 2018"
GSM2402991,"SUBEPN, ST, sample 138 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2402nnn/GSM2402991/suppl",,"Martin Sill","Jan 14, 2018"
GSM2402992,"EPN, YAP, sample 139 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2402nnn/GSM2402992/suppl",,"Martin Sill","Jan 14, 2018"
GSM2402993,"EPN, PF A, sample 140 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2402nnn/GSM2402993/suppl",,"Martin Sill","Jan 14, 2018"
GSM2402994,"MB, SHH CHL AD, sample 141 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2402nnn/GSM2402994/suppl",,"Martin Sill","Jan 14, 2018"
GSM2402995,"EPN, PF A, sample 142 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2402nnn/GSM2402995/suppl",,"Martin Sill","Jan 14, 2018"
GSM2402996,"EPN, PF B, sample 143 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2402nnn/GSM2402996/suppl",,"Martin Sill","Jan 14, 2018"
GSM2402997,"EFT, CIC, sample 144 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2402nnn/GSM2402997/suppl",,"Martin Sill","Jan 14, 2018"
GSM2402998,"EPN, RELA, sample 145 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2402nnn/GSM2402998/suppl",,"Martin Sill","Jan 14, 2018"
GSM2402999,"ETMR, sample 146 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2402nnn/GSM2402999/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403000,"CNS NB, FOXR2, sample 147 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403000/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403001,"ETMR, sample 148 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403001/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403002,"ETMR, sample 149 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403002/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403003,"MB, WNT, sample 150 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403003/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403004,"MB, SHH CHL AD, sample 151 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403004/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403005,"MB, SHH CHL AD, sample 152 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403005/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403006,"MB, SHH INF, sample 153 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403006/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403007,"MB, G4, sample 154 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403007/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403008,"MB, SHH CHL AD, sample 155 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403008/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403009,"MB, WNT, sample 156 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403009/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403010,"LYMPHO, sample 157 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403010/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403011,"MB, SHH CHL AD, sample 158 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403011/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403012,"MB, G4, sample 159 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403012/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403013,"MB, G4, sample 160 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403013/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403014,"MB, SHH CHL AD, sample 161 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403014/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403015,"MB, SHH CHL AD, sample 162 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403015/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403016,"MB, SHH CHL AD, sample 163 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403016/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403017,"MB, SHH CHL AD, sample 164 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403017/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403018,"MB, G4, sample 165 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403018/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403019,"MB, G4, sample 166 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403019/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403020,"MB, SHH CHL AD, sample 167 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403020/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403021,"MB, SHH CHL AD, sample 168 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403021/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403022,"MB, SHH CHL AD, sample 169 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403022/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403023,"MB, G4, sample 170 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403023/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403024,"MB, G4, sample 171 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403024/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403025,"MB, G4, sample 172 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403025/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403026,"ATRT, SHH, sample 173 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403026/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403027,"ATRT, SHH, sample 174 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403027/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403028,"ETMR, sample 175 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403028/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403029,"LGG, PA PF, sample 176 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403029/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403030,"LGG, PA MID, sample 177 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403030/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403031,"LGG, PA PF, sample 178 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403031/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403032,"MB, G4, sample 179 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403032/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403033,"MB, G4, sample 180 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403033/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403034,"MB, SHH INF, sample 181 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403034/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403035,"MB, SHH CHL AD, sample 182 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403035/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403036,"MB, SHH CHL AD, sample 183 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403036/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403037,"MB, SHH INF, sample 184 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403037/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403038,"MB, G4, sample 185 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403038/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403039,"MB, G3, sample 186 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403039/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403040,"MB, G3, sample 187 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403040/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403041,"MB, G4, sample 188 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403041/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403042,"MB, G4, sample 189 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403042/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403043,"MB, SHH CHL AD, sample 190 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403043/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403044,"MB, G4, sample 191 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403044/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403045,"MB, G3, sample 192 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403045/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403046,"MB, G4, sample 193 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403046/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403047,"CNS NB, FOXR2, sample 194 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403047/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403048,"ETMR, sample 195 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403048/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403049,"MB, G4, sample 196 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403049/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403050,"MB, G4, sample 197 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403050/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403051,"MB, G4, sample 198 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403051/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403052,"MB, G4, sample 199 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403052/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403053,"MB, SHH INF, sample 200 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403053/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403054,"MB, G3, sample 201 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403054/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403055,"MB, G3, sample 202 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403055/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403056,"MB, G4, sample 203 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403056/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403057,"MB, G4, sample 204 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403057/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403058,"MB, G3, sample 205 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403058/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403059,"MB, G3, sample 206 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403059/suppl",,"Martin Sill","Jan 14, 2018"
